Feature,importance
cp_type,0.0
cp_time,707.8373958108132
cp_dose,0.0
pca_umap_all_1,2210.9869396111244
pca_umap_all_2,11.774642518481414
pca_umap_all_3,3804.8862029307347
pca_umap_all_4,613.5583054016333
pca_umap_all_5,7.585317180783022
pca_umap_all_6,17.5890853391611
pca_umap_all_7,34.17360379168531
pca_umap_all_8,18.489385513821617
pca_umap_all_9,12.46874155702244
pca_umap_all_10,81.73863866322063
pca_umap_g_d_g_1,141.8298582545831
pca_umap_g_d_g_2,39.518819378266926
pca_umap_g_d_g_3,3626.101261842763
pca_umap_g_d_g_4,589.4466490062478
pca_umap_g_d_g_5,20.66416534750897
pca_umap_g_d_g_6,27.196277869399637
pca_umap_g_d_g_7,10.559094759635627
pca_umap_g_d_g_8,805.7052030094201
pca_umap_g_d_g_9,20.151427945122123
pca_umap_g_d_g_10,282.2680837009666
pca_umap_c_d_c_1,0.0471697011962533
pca_umap_c_d_c_2,2.012211358975037
pca_umap_g_1,855.8225699906825
pca_umap_g_2,1499.6268987824842
pca_umap_g_3,127.58288177891518
pca_umap_g_4,54.772151893004775
pca_umap_g_5,252.18698345655866
pca_umap_g_6,412.53868902644535
pca_umap_g_7,4.518393064849079
pca_umap_g_8,19.132600784301758
pca_umap_g_9,20.330870690289885
pca_umap_g_10,349.4943919696816
pca_umap_c_1,8.735432510322426
pca_umap_c_2,4.308378329384141
pca_umap_d_g_1,3.454139648238197
pca_umap_d_g_2,11.713496581767686
pca_umap_d_g_3,18.14815376000479
pca_umap_d_g_4,0.46439513796940446
pca_umap_d_g_5,10.38572353683412
pca_umap_d_g_6,48.66792186861858
pca_umap_d_g_7,0.9187870987225324
pca_umap_d_g_8,193.7914936603238
pca_umap_d_g_9,20.537402326095616
pca_umap_d_g_10,0.9637160776183009
pca_umap_d_c_1,10.438732920214534
pca_umap_d_c_2,28.83667409652844
pca_all_1,0.5749999135732651
pca_all_2,2.086737402860308
pca_all_3,100.15322858840227
pca_g_d_g_1,0.04023190028965473
pca_g_d_g_2,6.171610745601356
pca_g_d_g_3,4.9382340013980865
pca_c_d_c_1,0.0646949201982352
pca_c_d_c_2,0.9646458537317812
pca_c_d_c_3,2.265430748288054
pca_g_1,1.795243315398693
pca_g_2,22.45270917750895
pca_g_3,0.0
pca_c_1,8.785500375553966
pca_c_2,7.4244337333366275
pca_c_3,0.5271241962909698
pca_d_g_1,0.0
pca_d_g_2,0.10509921796619892
pca_d_g_3,11.00888183133793
pca_d_c_1,2.9989312207326293
pca_d_c_2,3.3492487090989016
pca_d_c_3,33.25762526217295
c-98,0.9968806829638197
g-763,2.770048331876751
g-231,16.53919081658387
g-178,4.615267279616091
g-91,0.02845899946987629
g-635,2.6149098873138428
d_g-87,454.69688790632154
g-254,0.12441219668835402
d_g-202,47.22604407557776
g-207,50.52206349466542
g-431,60.51780678675277
c-78,25.852173582443356
d_g-628,3.4537004436715506
c-83,1.4691357053816319
g-297,13.07570074783871
g-443,0.4879550039768219
d_g-639,88.26590096205473
g-29,246.76949697543387
d_g-178,15.512244433659362
g-90,100.46880028637679
g-34,0.14915364095941186
d_g-18,84.42713461207677
g-20,46.49445089296205
g-357,34.34420869866153
c-17,1.1640050066635013
g-640,5.11947085353313
g-117,423.225529832318
g-414,186.4922488513257
d_g-213,328.37634516703
d_g-363,72.71035979925364
d_g-443,0.06934279948472977
d_g-238,8.876700156368315
g-387,301.00126115820603
c-50,10.185150990495458
d_g-426,55.92633664433379
d_g-596,289.2864734654868
d_g-300,814.1658670586767
c-31,101.91439861053368
c-19,90.35137002635747
g-558,150.3963051874889
g-50,10.600054635142442
g-476,116.82717263551604
d_g-5,4.782352769747376
d_g-370,370.66922438667825
d_g-104,19.726064292617195
g-122,0.4253009055100847
c-30,27.269810570869595
g-441,1.9341754217239213
d_g-642,15.079996804241091
d_g-509,229.64474186302323
g-47,1335.4834087481977
g-260,9.494986324330966
c-18,20.32628206211666
d_g-707,225.77654677805367
c-0,61.1072520075395
d_g-185,8.250976254959824
g-533,4.4352113453205675
g-351,16.33024080542964
g-699,33.81125221867114
g-25,50.631323383779545
g-162,2.0220067717600614
d_g-627,5.4764468422145
g-512,3.643546701176092
d_g-428,1.2276833225041628
g-291,90.91302153823199
d_c-0,9.231323598272866
g-478,17.03029364558006
d_g-34,2.521448267623782
c-25,103.89576978700643
d_g-122,1.0015756650827825
g-280,7.397749038878828
d_g-272,10.93517500453163
g-146,131.52845043752222
d_g-307,1540.5743476851562
d_g-441,137.14413455550675
d_g-91,1.5291153616271913
d_g-210,49.92652131681098
c-32,0.8677747319743503
g-385,48.24350767073338
g-500,69.19557163369609
d_g-85,23.439374353270978
d_g-351,41.11513050389476
g-156,11.416846285108477
d_g-146,3.8059492226457223
g-678,88.92425900173839
d_g-271,2.3706959430419374
d_g-286,42.06893352349289
g-253,0.09705293620936573
g-218,0.060035998933017254
g-296,5.666234800068196
d_g-39,2.019173654029146
g-569,0.1611705981194973
g-65,26.681816371768946
d_g-743,18.588245975479367
d_g-580,441.68800866021775
g-105,1.2437709529476706
d_g-157,196.297047813689
g-201,0.37005954480264336
d_g-435,74.24562368122861
c-67,81.82973208533076
cp_type,0.0
cp_time,3.669392886105925
cp_dose,0.0
pca_umap_all_1,2594.7583180497313
pca_umap_all_2,2.00919443462044
pca_umap_all_3,7984.129848774057
pca_umap_all_4,67.09481469809543
pca_umap_all_5,2.9097484521043953
pca_umap_all_6,32.306141793727875
pca_umap_all_7,24.468166882536025
pca_umap_all_8,18.7608539883513
pca_umap_all_9,1.239690720802173
pca_umap_all_10,25.931033208966255
pca_umap_g_d_g_1,0.580849839374423
pca_umap_g_d_g_2,2.5490151061676443
pca_umap_g_d_g_3,269.95249052603504
pca_umap_g_d_g_4,1.5709186221464222
pca_umap_g_d_g_5,11.294168818480102
pca_umap_g_d_g_6,1.0412845108658075
pca_umap_g_d_g_7,4.925148737893323
pca_umap_g_d_g_8,319.8621267573908
pca_umap_g_d_g_9,194.35246106697014
pca_umap_g_d_g_10,84.56058586586732
pca_umap_c_d_c_1,0.6937996782362461
pca_umap_c_d_c_2,34.95043291710317
pca_umap_g_1,1839.4768205330329
pca_umap_g_2,890.312819359342
pca_umap_g_3,85.94503996311687
pca_umap_g_4,0.475878527298903
pca_umap_g_5,125.2804001554614
pca_umap_g_6,35.19270982557646
pca_umap_g_7,0.5904504685988741
pca_umap_g_8,0.2372564971446991
pca_umap_g_9,0.035589199513196945
pca_umap_g_10,619.7962049763883
pca_umap_c_1,1.5191403827629983
pca_umap_c_2,0.34493705770000815
pca_umap_d_g_1,9.988310517277569
pca_umap_d_g_2,4.58113966928795
pca_umap_d_g_3,143.19914405420423
pca_umap_d_g_4,34.97325691673905
pca_umap_d_g_5,19.38990505039692
pca_umap_d_g_6,124.22481948626228
pca_umap_d_g_7,2.5459299497306347
pca_umap_d_g_8,623.3354354575276
pca_umap_d_g_9,0.003401729976758361
pca_umap_d_g_10,1.083967971848324
pca_umap_d_c_1,4.65176161355339
pca_umap_d_c_2,5.417928117327392
pca_all_1,38.067332063918
pca_all_2,45.32121442630887
pca_all_3,0.637825469719246
pca_g_d_g_1,0.12737529911100864
pca_g_d_g_2,4.989003420836525
pca_g_d_g_3,0.0
pca_c_d_c_1,5.782181799411774
pca_c_d_c_2,54.92825689748861
pca_c_d_c_3,6.332154992676806
pca_g_1,0.39070488698780537
pca_g_2,12.42736225714907
pca_g_3,0.04500829731114209
pca_c_1,0.24565690010786057
pca_c_2,50.98175525665283
pca_c_3,16.332839995622635
pca_d_g_1,0.0
pca_d_g_2,2.1018230215413496
pca_d_g_3,114.24504980037455
pca_d_c_1,0.1528936452614289
pca_d_c_2,12.984048748541682
pca_d_c_3,30.740722988761263
c-98,12.359998947009444
g-763,5.420469919685274
g-231,242.55632425914519
g-178,122.72940299180482
g-91,22.81517847441137
g-635,5.227472329046577
d_g-87,407.06031940475805
g-254,2.0329569936729968
d_g-202,189.00946730037685
g-207,29.108201032417128
g-431,100.62082665988419
c-78,8.881350067909807
d_g-628,4.284257620573044
c-83,30.801196804648498
g-297,0.7102143112570047
g-443,0.8405444942764007
d_g-639,3.0045544600943686
g-29,29.381067594746128
d_g-178,4.5730553092435
g-90,12.445204605886829
g-34,4.828717167489231
d_g-18,26.31359168461063
